,id,latitude,longitude,label,quality,max_mean-bright,max_std_bright,date,region
1568,7644796942,52.9523348,12.1636291,0,2,0.44412009803921565,10.620241915694466,2022-03-14,Brandenburg
2656,2663033373,53.4337018,14.0348655,0,3,0.36950245098039214,10.279825008245489,2022-03-14,Mecklenburg-Vorpommern
1682,59154616,33.6989,73.0369,2,6,,,2022-03-14,Islamabad
530,7868757407,52.7970868,7.0896384,0,2,0.38194852941176466,12.99499550605648,2022-03-14,Niedersachsen
3643,8324591,64.1475,-21.935,2,6,,,2022-03-14,Reykjavik
2394,2663033375,53.4354931,14.021879,0,3,0.25537745098039216,8.662052226759304,2022-03-14,Mecklenburg-Vorpommern
3540,1618651818,53.93996,8.9731366,0,3,0.3924485294117647,7.553323925271657,2022-03-14,Schleswig-Holstein
2334,8662325064,53.3866452,9.2909973,0,2,0.4328063725490196,8.14195177730201,2022-03-14,Niedersachsen
1170,40160951,42.6633,21.1622,2,6,,,2022-03-14,Pristina
2649,1097199410,51.5707693,8.0166332,0,2,0.3752009803921569,16.698982389836335,2022-03-14,Nordrhein-Westfalen
1959,40464625,44.8167,20.4667,2,6,,,2022-03-14,Belgrade
2662,4033780245,51.5961085,8.8536384,0,2,0.3789901960784314,7.898181371308027,2022-03-14,Nordrhein-Westfalen
2449,2342986204,51.5792441,8.6536108,0,2,0.4510171568627451,6.704606535217609,2022-03-14,Nordrhein-Westfalen
21,57055068,-7.8014,110.3644,2,6,,,2022-03-14,Yogyakarta
3823,80469755,30.9933,103.624,2,6,,,2022-03-14,Guankou
716,2993787716,52.5968744,13.501488,0,2,0.15489460784313727,10.977288396536352,2022-03-14,Berlin
191,1097198177,51.5737204,8.0179985,0,2,0.23474754901960787,13.111315459368829,2022-03-14,Nordrhein-Westfalen
2170,1459327858,53.7921638,9.2786168,0,3,0.6588161764705883,14.062415898521106,2022-03-14,Niedersachsen
1378,972535098,51.8676022,9.8930862,0,3,0.3941838235294118,9.388506777891378,2022-03-14,Niedersachsen
2225,69808778,34.585,133.7719,2,6,,,2022-03-14,Kurashiki
2458,499283804,54.6446535,8.8825033,0,3,0.5413406862745097,15.785209693380816,2022-03-14,Schleswig-Holstein
2353,64085041,29.8419,31.3342,2,6,,,2022-03-14,Halwan
257,30101304,26.9167,75.8667,2,6,,,2022-03-14,Jaipur
2281,1509702,14.3333,121.0833,2,6,,,2022-03-14,Binan
3714,5174797662,53.4967998,11.8634202,0,3,0.5717426470588235,7.380732486702236,2022-03-14,Mecklenburg-Vorpommern
2003,82418729,34.3609,107.1751,2,6,,,2022-03-14,Baojishi
3217,1054579773,52.7749412,8.6429179,0,3,0.4679191176470588,10.954307208949357,2022-03-14,Niedersachsen
2470,35841105,35.6667,139.8167,2,6,,,2022-03-14,Koto-ku
329,13465170,37.8328,126.8169,2,6,,,2022-03-14,Paju
3695,52985663,58.6,49.65,2,6,,,2022-03-14,Kirov
1491,2683770504,53.3553589,13.9300545,0,3,0.1908406862745098,7.945322254544067,2022-03-14,Brandenburg
1773,656215411,54.4826077,11.2303081,0,2,0.5657843137254902,15.369072832349886,2022-03-14,Schleswig-Holstein
524,5394513777,53.7892961,9.2378782,0,2,0.4253725490196078,19.270445281706408,2022-03-14,Niedersachsen
2910,4956184179,53.9272905,9.1469987,0,3,0.35950735294117653,7.728311372977537,2022-03-14,Schleswig-Holstein
312,71029996,43.2114,27.9111,2,6,,,2022-03-14,Varna
3146,5284588213,53.0090869,9.1585645,0,1,0.3308921568627451,10.932008036113102,2022-03-14,Niedersachsen
2159,3894045315,53.3942365,14.1846602,0,2,0.4533676470588236,6.681042362769657,2022-03-14,Brandenburg
1661,95849867,22.6167,120.3,2,6,,,2022-03-14,Kaohsiung
1291,5739325995,51.6286532,8.9129525,0,2,0.3802720588235294,10.59348901465831,2022-03-14,Nordrhein-Westfalen
1792,1902543371,51.990106,10.8495589,0,1,0.3524411764705882,12.571559260705852,2022-03-14,Sachsen-Anhalt
3959,80484962,22.5736,88.3251,2,6,,,2022-03-14,Haora
1017,2806566397,51.5560435,8.754876,0,3,0.4895514705882354,7.9671733141204415,2022-03-14,Nordrhein-Westfalen
3587,85849362,15.4833,120.9667,2,6,,,2022-03-14,Cabanatuan City
2337,53474979,8.4833,-13.2331,2,6,,,2022-03-14,Freetown
758,972535108,51.8669615,9.9051733,0,2,0.33957598039215686,7.06506349771593,2022-03-14,Niedersachsen
1824,9326960,26.8968,112.5857,2,6,,,2022-03-14,Hengyang
398,3869800598,51.5530722,8.755839,0,2,0.41882598039215685,10.125732441334366,2022-03-14,Nordrhein-Westfalen
3870,2689829734,53.9100003,9.0873931,0,3,0.30543137254901964,11.627153033458596,2022-03-14,Schleswig-Holstein
2237,582011841,50.7328098,9.2296893,0,3,0.3833161764705882,6.443912470163469,2022-03-14,Hessen
1228,13677243,56.1286,40.4058,2,6,,,2022-03-14,Vladimir
1507,57779722,6.1333,102.25,2,6,,,2022-03-14,Kota Bharu
2994,2142670570,51.7342981,8.8909929,0,3,0.48851684263448975,11.475299068240044,2022-03-14,Nordrhein-Westfalen
1864,93139132,18.4037,-66.0636,2,6,,,2022-03-14,San Juan
803,31902877,-5.2008,-80.6253,2,6,,,2022-03-14,Piura
450,19157161,30.9475,118.7518,2,6,,,2022-03-14,Xuanzhou
160,54926856,39.83,97.73,2,6,,,2022-03-14,Yingmen
2339,7868757439,52.7851902,7.076209,0,2,0.29506617647058825,10.60507464175173,2022-03-14,Niedersachsen
991,1272376927,53.5011484,8.6712159,0,3,0.41365931372549025,15.982791902611691,2022-03-14,Niedersachsen
2297,2661408255,53.4206574,14.0524202,0,3,0.22348774509803926,11.055055485144262,2022-03-14,Mecklenburg-Vorpommern
3601,410838041,52.6021101,12.8106585,0,2,0.5361362493715436,23.99304331281969,2022-03-14,Brandenburg
3095,2545114,54.7261,55.9475,2,6,,,2022-03-14,Ufa
2251,3834112965,51.5627109,8.7927096,0,1,0.4685171568627451,13.050449038820265,2022-03-14,Nordrhein-Westfalen
3337,60292930,38.4458,-122.7067,2,6,,,2022-03-14,Santa Rosa
2929,17315375,36.8833,118.7333,2,6,,,2022-03-14,Shouguang
1922,6294242860,49.7786058,8.3006984,0,3,0.40861274509803924,17.85702765471916,2022-03-14,Rheinland-Pfalz
2689,1051922498,53.782308,8.9635582,0,3,0.42845343137254904,11.154827334873548,2022-03-14,Niedersachsen
1292,7581449352,54.2676505,8.9588117,0,3,0.5819142156862745,9.749140080304528,2022-03-14,Schleswig-Holstein
2060,20170837,21.1861,106.0763,2,6,,,2022-03-14,Bac Ninh
445,4742600607,54.6237454,9.0706526,0,3,0.3173676470588236,8.72989349080776,2022-03-14,Schleswig-Holstein
1502,4441158657,51.6474364,8.9005021,0,3,0.308061274509804,11.753386298307925,2022-03-14,Nordrhein-Westfalen
536,84755903,51.2311,6.7724,2,6,,,2022-03-14,Dusseldorf
1046,467443785,51.8587188,13.5493388,0,2,0.3199583333333333,12.784447752158702,2022-03-14,Brandenburg
1673,99451973,35.25,139.6667,2,6,,,2022-03-14,Yokosuka
1089,5057527,31.3697,119.8239,2,6,,,2022-03-14,Yicheng
3729,1907443547,51.9885056,10.8219931,0,2,0.4470441176470588,7.332273214107119,2022-03-14,Sachsen-Anhalt
1901,54653729,21.5428,39.1728,2,6,,,2022-03-14,Jeddah
3589,55795220,43.8767,-79.2633,2,6,,,2022-03-14,Markham
152,21888157,-17.5334,-149.5667,2,6,,,2022-03-14,Papeete
3931,2422540810,54.4760903,11.1216028,0,1,0.23638235294117646,10.848035293089369,2022-03-14,Schleswig-Holstein
1493,6292872188,49.9725017,7.784903,0,3,0.4014019607843137,6.751638733003989,2022-03-14,Rheinland-Pfalz
1022,683454872,51.4567818,9.8583251,0,1,0.36190931372549023,11.26513781065897,2022-03-14,Niedersachsen
1474,98026751,33.6,130.4167,2,6,,,2022-03-14,Fukuoka
1859,28142501,5.1167,7.3667,2,6,,,2022-03-14,Aba
3389,32336169,36.9758,120.7136,2,6,,,2022-03-14,Laiyang
1306,7791431688,52.3855475,10.1329888,0,1,0.5042156862745097,15.695874763451393,2022-03-14,Niedersachsen
2147,4316807136,52.1271437,9.5101734,0,2,0.2233848039215686,9.205503596085533,2022-03-14,Niedersachsen
869,67293615,53.7997,-1.5492,2,6,,,2022-03-14,Leeds
1837,456390270,51.5120059,8.3721953,0,2,0.3221838235294117,10.96989943196146,2022-03-14,Nordrhein-Westfalen
1167,42213628,37.6236,126.7142,2,6,,,2022-03-14,Gimpo
225,18677665,35.3097,46.9989,2,6,,,2022-03-14,Sanandaj
3915,4002312803,53.3647019,13.9244146,0,2,0.20991176470588238,9.479778497927693,2022-03-14,Brandenburg
1221,4331280803,51.5514854,8.7674174,0,2,0.3355269607843137,9.793189429974353,2022-03-14,Nordrhein-Westfalen
1894,7884253237,54.7651393,8.9368112,0,2,0.2433504901960784,9.834852622665656,2022-03-14,Schleswig-Holstein
356,2767228413,51.5525297,8.7013119,0,2,0.38122549019607843,7.9327399356705675,2022-03-14,Nordrhein-Westfalen
3973,4144885308,53.3239957,8.808562,0,3,0.311203431372549,7.941974744686097,2022-03-14,Niedersachsen
355,656215403,54.4839256,11.2168408,0,3,0.3318897058823529,10.812984513732287,2022-03-14,Schleswig-Holstein
3173,52220955,21.95,108.6167,2,6,,,2022-03-14,Qinzhou
1836,6356934412,51.0524521,10.3187575,0,3,0.3088553921568627,12.334251350052266,2022-03-14,ThÃ¼ringen
3826,4328897553,53.9261841,8.9347749,0,2,0.4126936274509804,6.688560814951186,2022-03-14,Schleswig-Holstein
2432,5016404096,51.4851735,6.4459113,0,1,0.5270367647058823,22.704910548423445,2022-03-14,Nordrhein-Westfalen
2443,683454865,51.453798,9.8582634,0,2,0.43606617647058826,12.449041554152885,2022-03-14,Niedersachsen
347,87739526,-26.4465,31.2064,2,6,,,2022-03-14,Lobamba
285,760325665,52.4823522,13.9287205,0,1,0.48775000000000013,8.504263680877942,2022-03-14,Brandenburg
2197,88729203,34.1139,-118.4068,2,6,,,2022-03-14,Los Angeles
2052,7956557533,53.1498774,11.8047801,0,2,0.34192401960784313,10.310217309311117,2022-03-14,Brandenburg
2455,428299431,53.2228384,11.8895211,0,3,0.3629779411764706,8.130925024753237,2022-03-14,Brandenburg
2812,4332021805,50.5137162,6.3697728,0,3,0.4471789215686274,9.204858975207763,2022-03-14,Nordrhein-Westfalen
2053,683689176,51.6661415,10.2232705,0,3,0.3491446078431372,11.928602117906465,2022-03-14,Niedersachsen
3849,22407035,25.18,75.83,2,6,,,2022-03-14,Kota
1433,95396143,30.388,111.4505,2,6,,,2022-03-14,Yidu
3049,42948331,26.6617,119.5228,2,6,,,2022-03-14,Ningde
382,83153338,18.2536,109.5019,2,6,,,2022-03-14,Sanya
2954,4317272644,54.0159094,8.9210219,0,2,0.43087745098039215,4.059006338312944,2022-03-14,Schleswig-Holstein
2561,52457642,29.3956,71.6722,2,6,,,2022-03-14,Bahawalpur
3960,75883993,-7.2458,112.7378,2,6,,,2022-03-14,Surabaya
3405,4407724286,53.9398991,9.0599602,0,2,0.5452303921568628,6.07618061407585,2022-03-14,Schleswig-Holstein
2258,633426424,53.3412281,7.1490847,0,3,0.5159264705882353,10.184306128673368,2022-03-14,Niedersachsen
3508,49974326,17.2983,-62.7342,2,6,,,2022-03-14,Basseterre
3755,3316427,40.9953,71.6725,2,6,,,2022-03-14,Namangan
3257,29935698,45.0333,38.9833,2,6,,,2022-03-14,Krasnodar
1079,88353378,33.9317,116.4459,2,6,,,2022-03-14,Yongcheng
734,2836074422,51.8823556,6.5750018,0,2,0.39274264705882356,10.784331047210621,2022-03-14,Nordrhein-Westfalen
2594,1279678086,52.1737299,10.2517147,0,3,0.32171078431372546,17.56665534681264,2022-03-14,Niedersachsen
624,6133606255,54.144141,10.9207132,0,2,0.24645588235294122,9.182496623300077,2022-03-14,Schleswig-Holstein
1470,32367239,33.9331,118.2831,2,6,,,2022-03-14,Suqian
781,96210961,-6.1209,23.5967,2,6,,,2022-03-14,Mbuji-Mayi
305,2051241656,53.9586413,8.9202204,0,2,0.2836372549019608,7.0487916428846695,2022-03-14,Schleswig-Holstein
1324,44758041,-25.5167,-54.6167,2,6,,,2022-03-14,Ciudad del Este
3881,36516484,41.1676,121.3558,2,6,,,2022-03-14,Linghai
2436,1055471277,53.5021264,11.8707113,0,1,0.6096078431372549,19.949462349875454,2022-03-14,Mecklenburg-Vorpommern
290,90571624,31.65,120.7333,2,6,,,2022-03-14,Changshu
997,1059531,35.5522,51.235,2,6,,,2022-03-14,Eslamshahr
133,24382760,25.1283,121.7419,2,6,,,2022-03-14,Keelung
2320,7956312861,53.275654,13.965821,0,2,0.22711029411764702,19.205750826104047,2022-03-14,Brandenburg
672,2640816530,52.4984617,13.9574355,0,3,0.28766176470588245,9.708371904538177,2022-03-14,Brandenburg
3212,38930718,41.8039,123.4258,2,6,,,2022-03-14,Shenyang
3767,44315231,-20.8789,55.4481,2,6,,,2022-03-14,Saint-Denis
3894,68356270,-22.8269,-43.0539,2,6,,,2022-03-14,Sao Goncalo
550,1456345983,52.0623571,8.0795964,0,3,0.4493970588235295,17.294077267496803,2022-03-14,Nordrhein-Westfalen
2486,6033728272,53.6397138,13.1678505,0,2,0.18307107843137257,8.534604562634229,2022-03-14,Mecklenburg-Vorpommern
3760,48946287,29.987,31.2118,2,6,,,2022-03-14,Giza
2678,17248711,38.6358,-90.2451,2,6,,,2022-03-14,St. Louis
2580,8951658201,53.927901,9.0645538,0,2,0.415485294117647,11.743823198975043,2022-03-14,Schleswig-Holstein
1545,2819438927,51.2582686,10.2819092,0,3,0.3189019607843137,8.245508806632767,2022-03-14,ThÃ¼ringen
58,42087587,-20.3364,-40.2936,2,6,,,2022-03-14,Vila Velha
773,91083786,25.091,104.9011,2,6,,,2022-03-14,Xingyi
2521,77531791,28.4772,-81.3369,2,6,,,2022-03-14,Orlando
3157,409121920,52.5813369,12.8531018,0,2,0.34052205882352937,9.655397492180693,2022-03-14,Brandenburg
526,97917132,31.9829,120.8873,2,6,,,2022-03-14,Nantong
2608,2988107382,52.9936772,13.2964605,0,2,0.5038553921568628,4.92522022312967,2022-03-14,Brandenburg
3864,18553148,9.9197,78.1194,2,6,,,2022-03-14,Madurai
2044,702093821,53.2223091,12.2109051,0,2,0.4945808823529412,8.76438638632794,2022-03-14,Brandenburg
2144,52185090,6.9167,79.8333,2,6,,,2022-03-14,Colombo
2235,29571241,54.6833,25.2833,2,6,,,2022-03-14,Vilnius
3704,2194912448,53.177413,12.2643353,0,3,0.322171568627451,7.724343187676907,2022-03-14,Brandenburg
1547,80975725,53.2,45,2,6,,,2022-03-14,Penza
1645,2385104726,53.3035696,12.1944157,0,3,0.7114756158873807,12.710922305482882,2022-03-14,Brandenburg
29,4084456857,54.1167803,9.5024543,0,2,0.21725245098039214,10.715860327547869,2022-03-14,Schleswig-Holstein
2846,59868712,25.5394,-103.4486,2,6,,,2022-03-14,Torreon
2710,45318203,31.58,130.5281,2,6,,,2022-03-14,Kagoshima
2477,40733294,3.1073,101.6067,2,6,,,2022-03-14,Petaling Jaya
974,40751077,-8.7833,13.3667,2,6,,,2022-03-14,Cacuaco
765,18221959,23.7928,86.435,2,6,,,2022-03-14,Dhanbad
1897,38147202,26.4333,50.1,2,6,,,2022-03-14,Ad Dammam
2228,4332021793,50.5488834,6.4434293,0,3,0.33667923579688286,6.314727838047877,2022-03-14,Nordrhein-Westfalen
3052,8528715960,53.382215,9.3870609,0,1,0.27746078431372545,11.24849800388059,2022-03-14,Niedersachsen
2335,1349122216,54.1427704,10.9133479,0,1,0.26823039215686273,6.93827054183939,2022-03-14,Schleswig-Holstein
1579,2139501420,54.5818615,8.9729044,0,3,0.30052450980392154,20.664054021999384,2022-03-14,Schleswig-Holstein
2408,4001586656,53.3585334,13.9024663,0,2,0.33213480392156863,8.945813590329209,2022-03-14,Brandenburg
345,94624199,28.6353,-106.0889,2,6,,,2022-03-14,Chihuahua
3161,64383285,29.964,77.546,2,6,,,2022-03-14,Saharanpur
2995,45799456,-5.0949,-42.8042,2,6,,,2022-03-14,Teresina
82,2661767486,53.4260957,14.0457579,0,3,0.6391176470588235,18.973623222072003,2022-03-14,Brandenburg
405,5394512653,52.6735823,8.9479442,0,3,0.3890563725490196,16.4105263909753,2022-03-14,Niedersachsen
1151,60976615,56.0089,92.8719,2,6,,,2022-03-14,Krasnoyarsk
1362,2689829751,53.9186505,9.0801362,0,2,0.4894544997486173,14.308114761324612,2022-03-14,Schleswig-Holstein
56,519151265,51.7217146,6.3970212,0,3,0.6836274509803921,19.80541955979257,2022-03-14,Nordrhein-Westfalen
1775,53504493,28.1958,115.7833,2,6,,,2022-03-14,Jianguang
2545,5057527,31.7117,112.2551,2,6,,,2022-03-14,Yicheng
1717,1410507557,53.9019454,9.0667158,0,3,0.5624975490196079,6.511160080305155,2022-03-14,Schleswig-Holstein
3994,272115320,54.1758768,8.8684483,0,2,0.6017377450980391,6.749404244974625,2022-03-14,Schleswig-Holstein
1828,402949471,52.5758083,12.9395676,0,1,0.35169934640522876,10.88112139640349,2022-03-14,Brandenburg
2722,10331163,34.6867,-1.9114,2,6,,,2022-03-14,Oujda-Angad
584,19865981,43.3667,128.2333,2,6,,,2022-03-14,Dunhua
3261,656198171,54.5114563,11.0571444,0,3,0.3022156862745098,8.132658166864736,2022-03-14,Schleswig-Holstein
649,6896834117,52.593655,13.6569475,0,1,0.25432598039215687,11.359996701284802,2022-03-14,Brandenburg
2601,5718245993,53.4943329,9.4837922,0,3,0.28329656862745095,7.551458413366091,2022-03-14,Niedersachsen
987,64860765,21.765,72.1369,2,6,,,2022-03-14,Bhavnagar
1240,5949019,15.5,-88.0333,2,6,,,2022-03-14,San Pedro Sula
3309,2064683561,53.6834251,8.6461201,0,3,0.4662328431372549,13.890266501525922,2022-03-14,Niedersachsen
3097,6227321517,54.3431484,10.991952,0,1,0.2107107843137255,11.468752467168255,2022-03-14,Schleswig-Holstein
2643,67827153,25.2667,110.2833,2,6,,,2022-03-14,Guilin
1592,8528715964,53.3835718,9.3929859,0,1,0.3590392156862745,12.356237426421266,2022-03-14,Niedersachsen
644,83616091,46.6388,131.1545,2,6,,,2022-03-14,Shuangyashan
3607,1023365673,49.9756735,7.7863805,0,3,0.18651960784313726,13.515406749615096,2022-03-14,Rheinland-Pfalz
787,4300858089,50.6206557,9.1547294,0,3,0.2392426470588235,10.058731505449478,2022-03-14,Hessen
1996,60206540,42.4397,19.2661,2,6,,,2022-03-14,Podgorica
1762,13444678,31.8578,-116.6058,2,6,,,2022-03-14,Ensenada
3785,47607615,37.8733,112.5425,2,6,,,2022-03-14,Taiyuan
1937,831545252,52.8962035,12.368724,0,2,0.4896200980392157,5.046713336508225,2022-03-14,Brandenburg
434,294158100,52.130219,8.7476239,0,3,0.39938725490196075,7.2339657475807915,2022-03-14,Nordrhein-Westfalen
422,67469039,45.2937,130.965,2,6,,,2022-03-14,Jixi
2660,6292890201,49.9699078,7.791502,0,3,0.19012569130216192,13.36258284491073,2022-03-14,Rheinland-Pfalz
700,2342986302,51.5873972,8.6624019,0,3,0.3570392156862745,9.344484117828301,2022-03-14,Nordrhein-Westfalen
1166,15035803,14.5167,121.05,2,6,,,2022-03-14,Taguig City
1634,47472313,35.6839,139.7744,2,6,,,2022-03-14,Tokyo
3407,41673381,32.3163,-90.2124,2,6,,,2022-03-14,Jackson
1766,8070297851,51.727732,8.9100937,0,2,0.2694607843137255,14.19712061342541,2022-03-14,Nordrhein-Westfalen
1115,8292038491,53.9843291,9.4131709,0,3,0.3491740196078431,13.802713505278852,2022-03-14,Schleswig-Holstein
1699,3979407018,51.7824138,9.1649723,0,3,0.40183823529411766,12.747510578826402,2022-03-14,Nordrhein-Westfalen
3180,22363885,39.03,125.73,2,6,,,2022-03-14,Pyongyang
2969,1740127185,51.2046867,10.9555351,0,3,0.2517941176470589,8.477104765064269,2022-03-14,ThÃ¼ringen
1765,75049428,15.6333,-88,2,6,,,2022-03-14,Choloma
1212,9097667499,51.6247572,6.1377883,0,2,0.20247303921568627,10.564106409018317,2022-03-14,Nordrhein-Westfalen
1725,25295363,-9.4789,147.1494,2,6,,,2022-03-14,Port Moresby
1417,20579684,31.8479,-106.4309,2,6,,,2022-03-14,El Paso
11,64373289,32.8312,-117.1225,2,6,,,2022-03-14,San Diego
620,20676392,13.5789,44.0219,2,6,,,2022-03-14,Ta`izz
1639,520430150,49.6786443,7.8960297,0,3,0.2679240196078431,11.087165579381942,2022-03-14,Rheinland-Pfalz
1532,66758847,-20.1667,28.5667,2,6,,,2022-03-14,Bulawayo
3250,9234153934,52.0985253,10.4862961,0,2,0.2009411764705882,9.991256171355104,2022-03-14,Niedersachsen
3185,87514422,40.6328,122.5021,2,6,,,2022-03-14,Dashiqiao
2855,2386449446,52.7202579,10.3011121,0,2,0.5654877450980392,13.716616406451497,2022-03-14,Niedersachsen
1153,7681809821,52.5319775,8.9570258,0,2,0.27000980392156865,9.243008112352145,2022-03-14,Niedersachsen
490,7020629861,52.9225175,7.5865632,0,3,0.18417892156862747,9.497319108803774,2022-03-14,Niedersachsen
3965,6280088,30.6583,117.4849,2,6,,,2022-03-14,Chizhou
2742,7564380172,54.7896322,9.0807505,0,2,0.41288480392156857,10.420931504025724,2022-03-14,Schleswig-Holstein
761,7581482193,54.2556981,9.0049452,0,3,0.311671568627451,13.799113444260188,2022-03-14,Schleswig-Holstein
2937,533702916,51.5670066,8.5259905,0,3,0.2578970588235294,8.76078541931009,2022-03-14,Nordrhein-Westfalen
1754,2986380915,52.9264159,13.2914599,0,3,0.48089460784313726,17.020774478006604,2022-03-14,Brandenburg
1940,1882034129,53.8799973,13.4349092,0,1,0.3124411764705882,11.130190085416,2022-03-14,Mecklenburg-Vorpommern
2139,38096557,33.5277,-86.7987,2,6,,,2022-03-14,Birmingham
198,7020637383,52.929466,7.5931472,0,3,0.23071323529411766,9.98951893031088,2022-03-14,Niedersachsen
1524,2627756792,52.0212428,7.1711226,0,3,0.5592843137254903,7.47516808622279,2022-03-14,Nordrhein-Westfalen
1436,1349122069,54.1444305,10.9114412,0,1,0.2689994972347913,8.2683816078223,2022-03-14,Schleswig-Holstein
2304,46280008,22.7206,75.8472,2,6,,,2022-03-14,Indore
3639,4893632939,54.389943,9.4500554,0,3,0.37090686274509804,16.019350368439788,2022-03-14,Schleswig-Holstein
1652,91273373,18.85,-97.1,2,6,,,2022-03-14,Orizaba
677,208416556,53.1400453,9.7192137,0,2,0.4652769607843137,6.45880642359033,2022-03-14,Niedersachsen
337,4160086563,51.6386809,8.8716752,0,2,0.20924754901960782,14.584300265193058,2022-03-14,Nordrhein-Westfalen
2799,6977664,-6.2333,107,2,6,,,2022-03-14,Bekasi
1232,11633912,39.6271,121.9972,2,6,,,2022-03-14,Wafangdian
1637,76220838,23.2993,116.1586,2,6,,,2022-03-14,Puning
3561,8158440,25.45,81.85,2,6,,,2022-03-14,Allahabad
2526,2662966854,53.277027,14.2750822,0,3,0.30807352941176475,12.379955474084733,2022-03-14,Brandenburg
3676,10265052,29.55,106.5069,2,6,,,2022-03-14,Chongqing
494,48953575,29.3081,120.0698,2,6,,,2022-03-14,Yiwu
316,27501248,24.86,67.01,2,6,,,2022-03-14,Karachi
3274,1789940259,53.4913486,9.0506283,0,3,0.5072524509803922,6.753378064840254,2022-03-14,Niedersachsen
1909,95127782,35.1725,33.365,2,6,,,2022-03-14,Nicosia
777,96948586,38.074,116.57,2,6,,,2022-03-14,Botou
3897,56160646,40.6031,140.4642,2,6,,,2022-03-14,Hirosaki
2177,63689662,8.3596,-62.6517,2,6,,,2022-03-14,Ciudad Guayana
671,91612133,20.9,74.7833,2,6,,,2022-03-14,Dhulia
3,2095078279,53.6434026,13.1603891,0,2,0.2708014705882353,5.469730304508906,2022-03-14,Mecklenburg-Vorpommern
2378,7415667449,53.9801315,11.707524,0,2,0.2542573529411765,13.843622040028299,2022-03-14,Mecklenburg-Vorpommern
1921,2162693067,51.5119713,7.9411102,0,3,0.3149166666666667,9.386209374597973,2022-03-14,Bremen
3031,2640816534,52.5040565,13.9494172,0,2,0.4592696078431372,5.480772257217379,2022-03-14,Brandenburg
1589,7906047452,51.0142921,11.7498598,0,3,0.45080882352941176,9.21400418483496,2022-03-14,ThÃ¼ringen
1213,4997259,33.9562,116.789,2,6,,,2022-03-14,Huaibei
1230,409476859,52.5854673,12.8606377,0,1,0.4394754901960784,10.02556050287315,2022-03-14,Brandenburg
3385,8887476567,54.2315857,10.9471636,0,2,0.3339583333333333,10.122391045885767,2022-03-14,Schleswig-Holstein
2547,420795995,52.5726264,12.8196708,0,3,0.3788333333333333,8.515827499808815,2022-03-14,Brandenburg
2933,22083344,-9.6658,-35.735,2,6,,,2022-03-14,Maceio
2385,4956184177,53.9352612,9.1363155,0,3,0.33419054801407744,4.959025433533757,2022-03-14,Schleswig-Holstein
438,14828983,32.4353,105.8398,2,6,,,2022-03-14,Guangyuan
495,38857033,27.6609,113.4946,2,6,,,2022-03-14,Xishan
2120,44089657,24.9139,118.5858,2,6,,,2022-03-14,Quanzhou
3498,1459327872,53.7944393,9.2801458,0,3,0.6608725490196078,17.33162992552989,2022-03-14,Niedersachsen
1624,24860746,38.0423,-84.4587,2,6,,,2022-03-14,Lexington
1707,49213467,32.7847,119.4432,2,6,,,2022-03-14,Gaoyou
3006,1834162909,52.5418011,9.135073,0,2,0.3228455882352941,5.9718961800594865,2022-03-14,Niedersachsen
818,86802057,50.2458,127.4886,2,6,,,2022-03-14,Heihe
2469,5592532136,51.526491,8.8406471,0,2,0.3444877450980392,13.982169857365353,2022-03-14,Nordrhein-Westfalen
2658,272116030,54.1741294,8.883823,0,3,0.28236029411764707,7.804348868870888,2022-03-14,Schleswig-Holstein
598,3804806937,51.2864608,9.2215789,0,1,0.5181274509803921,7.889281902764755,2022-03-14,Hessen
3357,33002780,32.4907,45.8304,2,6,,,2022-03-14,Al Kut
2194,60213752,-8.0539,-34.8808,2,6,,,2022-03-14,Recife
2566,82732238,17.9714,-76.7931,2,6,,,2022-03-14,Kingston
846,467443846,51.8742478,13.5572088,0,3,0.4076642156862745,9.324550939043778,2022-03-14,Brandenburg
1112,58244408,27.6995,68.8673,2,6,,,2022-03-14,Sukkur
1363,2109442558,54.1641772,9.0698532,0,2,0.2971200980392157,9.59542095164755,2022-03-14,Schleswig-Holstein
1307,3437133296,52.7557906,11.7159014,0,2,0.381843137254902,11.654502776800603,2022-03-14,Sachsen-Anhalt
3753,19456688,41.4237,123.3203,2,6,,,2022-03-14,Dengtacun
3039,5718245988,53.4882881,9.4771349,0,2,0.35606862745098034,10.239900940298298,2022-03-14,Niedersachsen
3838,3401206,-21.1783,-47.8067,2,6,,,2022-03-14,Ribeirao Preto
1105,4328897563,53.9345396,8.9272593,0,3,0.7083186274509804,14.134389321567582,2022-03-14,Schleswig-Holstein
3127,5079924344,51.7266292,8.8353308,0,2,0.6114142156862744,13.554138547530178,2022-03-14,Nordrhein-Westfalen
3976,6290325264,52.5028535,7.6169221,0,2,0.4021691176470588,18.11515293757128,2022-03-14,Niedersachsen
936,2144176,19.3186,-98.8822,2,6,,,2022-03-14,Ixtapaluca
965,4369774445,53.9862884,9.032724,0,2,0.6027671568627451,2.9124702521054835,2022-03-14,Schleswig-Holstein
537,80142326,37.2833,49.6,2,6,,,2022-03-14,Rasht
262,9566830045,53.400365,8.6554895,0,1,0.4208284313725491,9.917991482120394,2022-03-14,Niedersachsen
2707,14447668,46.7811,-56.1764,2,6,,,2022-03-14,Saint-Pierre
1745,28714080,38.3037,116.8452,2,6,,,2022-03-14,Cangzhou
2970,67715559,40.0421,-76.3012,2,6,,,2022-03-14,Lancaster
